@relation Imagesetfive

@attribute ImageName {HKImage01.jpg.csv,HKImage02.jpg.csv,HKImage03.jpg.csv,HKImage1.jpg.csv,HKImage10.jpg.csv,HKImage11.jpg.csv,HKImage12.jpg.csv,HKImage2.jpg.csv,HKImage3.jpg.csv,HKImage4.jpg.csv,HKImage5.jpg.csv,HKImage6.jpg.csv,HKImage7.jpg.csv,HKImage8.jpg.csv,HKImage9.jpg.csv,QCImage001.jpg.csv,QCImage002.jpg.csv,QCImage003.jpg.csv,QCImage004.jpg.csv,QCImage005.jpg.csv,QCImage1.jpg.csv,QCImage10.jpg.csv,QCImage11.jpg.csv,QCImage12.jpg.csv,QCImage13.jpg.csv,QCImage14.jpg.csv,QCImage15.jpg.csv,QCImage16.jpg.csv,QCImage17.jpg.csv,QCImage18.jpg.csv,QCImage19.jpg.csv,QCImage2.jpg.csv,QCImage20.jpg.csv,QCImage21.jpg.csv,QCImage22.jpg.csv,QCImage23.jpg.csv,QCImage24.jpg.csv,QCImage25.jpg.csv,QCImage26.jpg.csv,QCImage27.jpg.csv,QCImage28.jpg.csv,QCImage29.jpg.csv,QCImage3.jpg.csv,QCImage30.jpg.csv,QCImage31.jpg.csv,QCImage32.jpg.csv,QCImage33.jpg.csv,QCImage34.jpg.csv,QCImage35.jpg.csv,QCImage36.jpg.csv,QCImage37.jpg.csv,QCImage38.jpg.csv,QCImage39.jpg.csv,QCImage4.jpg.csv,QCImage40.jpg.csv,QCImage41.jpg.csv,QCImage42.jpg.csv,QCImage43.jpg.csv,QCImage44.jpg.csv,QCImage5.jpg.csv,QCImage6.jpg.csv,QCImage7.jpg.csv,QCImage8.jpg.csv,QCImage9.jpg.csv,QHImage001.jpg.csv,QHImage0010.jpg.csv,QHImage0011.jpg.csv,QHImage0012.jpg.csv,QHImage0013.jpg.csv,QHImage0014.jpg.csv,QHImage0015.jpg.csv,QHImage0016.jpg.csv,QHImage0017.jpg.csv,QHImage0018.jpg.csv,QHImage0019.jpg.csv,QHImage002.jpg.csv,QHImage0020.jpg.csv,QHImage0021.jpg.csv,QHImage0022.jpg.csv,QHImage0023.jpg.csv,QHImage0024.jpg.csv,QHImage003.jpg.csv,QHImage004.jpg.csv,QHImage005.jpg.csv,QHImage006.jpg.csv,QHImage007.jpg.csv,QHImage008.jpg.csv,QHImage009.jpg.csv,QHImage1.jpg.csv,QHImage10.jpg.csv,QHImage11.jpg.csv,QHImage12.jpg.csv,QHImage13.jpg.csv,QHImage14.jpg.csv,QHImage15.jpg.csv,QHImage2.jpg.csv,QHImage3.jpg.csv,QHImage4.jpg.csv,QHImage5.jpg.csv,QHImage6.jpg.csv,QHImage7.jpg.csv,QHImage8.jpg.csv,SImage1.jpg.csv,SImage10.jpg.csv,SImage11.jpg.csv,SImage12.jpg.csv,SImage13.jpg.csv,SImage14.jpg.csv,SImage15.jpg.csv,SImage16.jpg.csv,SImage17.jpg.csv,SImage18.jpg.csv,SImage19.jpg.csv,SImage2.jpg.csv,SImage20.jpg.csv,SImage21.jpg.csv,SImage22.jpg.csv,SImage23.jpg.csv,SImage24.jpg.csv,SImage3.jpg.csv,SImage4.jpg.csv,SImage5.jpg.csv,SImage6.jpg.csv,SImage7.jpg.csv,SImage8.jpg.csv,SImage9.jpg.csv,ZAImage01.jpg.csv,ZAImage010.jpg.csv,ZAImage02.jpg.csv,ZAImage03.jpg.csv,ZAImage04.jpg.csv,ZAImage05.jpg.csv,ZAImage06.jpg.csv,ZAImage07.jpg.csv,ZAImage08.jpg.csv,ZAImage09.jpg.csv,ZAImage1.jpg.csv,ZAImage10.jpg.csv,ZAImage11.jpg.csv,ZAImage12.jpg.csv,ZAImage13.jpg.csv,ZAImage14.jpg.csv,ZAImage16.jpg.csv,ZAImage2.jpg.csv,ZAImage3.jpg.csv,ZAImage4.jpg.csv,ZAImage5.jpg.csv,ZAImage6.jpg.csv,ZAImage7.jpg.csv,ZAImage8.jpg.csv,ZAImage9.jpg.csv}
@attribute MaxRed numeric
@attribute AvgRed numeric
@attribute MinRed numeric
@attribute MaxGreen numeric
@attribute AvgGreen numeric
@attribute MinGreen numeric
@attribute MaxBlue numeric
@attribute AvgBlue numeric
@attribute MinBlue numeric
@attribute MaxHue numeric
@attribute AvgHue numeric
@attribute MinHue numeric
@attribute MaxSat numeric
@attribute AvgSaturation numeric
@attribute MinSat numeric
@attribute MaxBright numeric
@attribute AvgBrightness numeric
@attribute MinBright numeric
@attribute EdgePercentage numeric
@attribute Artist {HashemKhan,QayyumChowdhury,QuamrulHassan,Shahabuddin,ZainulAbedin}

@data
HKImage01.jpg.csv,255,174.827666,0,255,181.263691,8,189,44.865166,0,0.981482,0.195642,0,1,0.722293,0,1,0.736114,0.043137,9.816482,HashemKhan
HKImage02.jpg.csv,255,149.231579,12,255,119.264688,0,255,113.625194,0,0.997549,0.41547,0,1,0.396292,0,1,0.631346,0.047059,9.704986,HashemKhan
HKImage03.jpg.csv,255,145.082708,0,255,123.156053,0,255,65.255229,0,0.996667,0.138313,0,1,0.548018,0,1,0.578169,0.003922,13.289474,HashemKhan
HKImage1.jpg.csv,255,120.276039,0,255,149.065048,2,255,167.148476,11,0.996212,0.547682,0,1,0.309864,0,1,0.670148,0.043137,16.358033,HashemKhan
HKImage10.jpg.csv,255,165.504557,0,255,162.76259,0,255,157.414197,0,0.997396,0.392221,0,1,0.255767,0,1,0.711341,0,19.365651,HashemKhan
HKImage11.jpg.csv,252,171.867832,39,238,157.579481,34,223,140.105997,0,0.996212,0.155064,0,1,0.188314,0,0.988235,0.674354,0.152941,12.049862,HashemKhan
HKImage12.jpg.csv,255,182.414024,47,255,147.684605,24,232,122.458026,5,0.998397,0.074725,0,0.915254,0.338212,0.033149,1,0.71548,0.184314,18.151662,HashemKhan
HKImage2.jpg.csv,255,194.005187,0,255,183.575353,0,255,178.387909,0,0.997475,0.410322,0,1,0.193073,0,1,0.797094,0,14.229917,HashemKhan
HKImage3.jpg.csv,252,134.807756,5,252,140.667957,2,240,125.774023,0,0.99359,0.313094,0,1,0.211702,0,0.988235,0.575747,0.043137,15.875346,HashemKhan
HKImage4.jpg.csv,247,109.41588,0,248,163.860263,58,198,84.996988,0,0.534392,0.277708,0.051378,1,0.560813,0.079096,0.972549,0.656932,0.227451,4.632271,HashemKhan
HKImage5.jpg.csv,255,179.799868,0,255,176.414834,0,255,165.896524,0,0.998889,0.319169,0,1,0.186746,0,1,0.744276,0.003922,17.468144,HashemKhan
HKImage6.jpg.csv,255,167.651572,0,255,161.84876,0,255,155.462126,0,0.998264,0.343568,0,1,0.229569,0,1,0.700874,0.007843,20.125346,HashemKhan
HKImage7.jpg.csv,255,192.507729,0,255,189.793608,0,255,177.86633,0,0.996667,0.367851,0,1,0.186606,0,1,0.792645,0,22.179363,HashemKhan
HKImage8.jpg.csv,255,148.495727,0,255,153.393746,0,255,154.874889,0,0.997512,0.448728,0,1,0.193678,0,1,0.6492,0,19.182133,HashemKhan
HKImage9.jpg.csv,255,175.26554,0,255,172.772798,0,255,157.237438,0,0.997475,0.273196,0,1,0.200966,0,1,0.720911,0,19.107341,HashemKhan
QCImage001.jpg.csv,255,102.050429,0,255,96.225623,0,255,88.288289,0,0.996212,0.20183,0,1,0.296774,0,1,0.409994,0.003922,11.869114,QayyumChowdhury
QCImage002.jpg.csv,255,118.705035,1,255,112.687334,0,255,99.969494,0,0.99359,0.316512,0,1,0.203278,0,1,0.476397,0.003922,18.657895,QayyumChowdhury
QCImage003.jpg.csv,255,140.489896,0,255,127.404155,0,255,116.883158,0,0.998932,0.302104,0,1,0.579946,0,1,0.701728,0.007843,18.632271,QayyumChowdhury
QCImage004.jpg.csv,255,176.613539,0,255,164.699979,0,255,141.406011,0,0.998858,0.326482,0,1,0.416947,0,1,0.785422,0.015686,15.886427,QayyumChowdhury
QCImage005.jpg.csv,255,147.187985,0,255,123.432389,0,255,131.663629,0,0.998756,0.448437,0,1,0.568461,0,1,0.75409,0.027451,13.322715,QayyumChowdhury
QCImage1.jpg.csv,255,99.960471,0,255,95.674363,0,255,87.082078,0,0.999339,0.454465,0,1,0.607654,0,1,0.53993,0,13.15928,QayyumChowdhury
QCImage10.jpg.csv,255,134.928511,35,255,144.44115,37,255,88.139827,10,0.998485,0.242084,0,0.89726,0.407435,0,1,0.604707,0.145098,7.99169,QayyumChowdhury
QCImage11.jpg.csv,255,150.52295,37,255,139.665513,44,255,123.383096,23,0.991667,0.209651,0,0.721311,0.201917,0,1,0.604545,0.180392,5.677285,QayyumChowdhury
QCImage12.jpg.csv,255,173.260173,3,255,147.956787,0,255,111.56054,0,0.997549,0.161866,0,1,0.36411,0,1,0.684387,0.011765,14.728532,QayyumChowdhury
QCImage13.jpg.csv,255,125.771219,21,255,141.51142,39,255,156.747555,0,0.998485,0.528493,0,1,0.353205,0,1,0.665712,0.196078,9.149584,QayyumChowdhury
QCImage14.jpg.csv,255,164.279862,20,255,119.096967,0,255,68.47331,0,0.999183,0.137734,0,1,0.584123,0,1,0.644541,0.078431,11.028393,QayyumChowdhury
QCImage15.jpg.csv,255,143.329792,20,255,155.788116,49,255,163.94473,34,0.998382,0.528968,0,0.746835,0.209168,0,1,0.679694,0.192157,9.396814,QayyumChowdhury
QCImage16.jpg.csv,255,88.203781,0,255,96.694591,0,255,89.758338,0,0.994792,0.444699,0,1,0.469908,0,1,0.475721,0.027451,10.776316,QayyumChowdhury
QCImage17.jpg.csv,255,112.949861,0,255,141.813013,0,255,147.111579,0,0.99881,0.397765,0,1,0.468179,0,1,0.663822,0.047059,9.379501,QayyumChowdhury
QCImage18.jpg.csv,255,181.04491,24,255,166.239647,27,255,148.089446,0,0.998611,0.341113,0,1,0.279217,0,1,0.748659,0.141176,11.038781,QayyumChowdhury
QCImage19.jpg.csv,255,147.432036,19,255,170.707278,48,255,169.63545,14,0.998563,0.44936,0,0.9,0.297246,0,1,0.727363,0.207843,8.046399,QayyumChowdhury
